_id,FID,DISPFACREG,FNAME,ONAME,FADDR,FMOO,FSOI,FROAD,FTUMNAME,FAMPNAME,FPROVNAME,OBJECT,STATUS,LAT,LNG,Last_update
15309,10650110725637,3-105-39/63พล,ห้างหุ้นส่วนจำกัด ป.ปรา พานิช,ห้างหุ้นส่วนจำกัด ป.ปรา พานิช,444,11,NULL,NULL,หนองพระ,วังทอง,พิษณุโลก,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ดำเนินกิจการ,16.7131643,100.4355419,2023-04-18 21:00:05.000
15310,20130300125383,จ3-28(1)-1/38ปท,บริษัท พี.เจ.การ์เมนท์ (ประเทศไทย) จำกัด,บริษัท พี.เจ.การ์เมนท์ (ประเทศไทย) จำกัด,38/1,4,NULL,ลำลูกกา,ลำลูกกา,ลำลูกกา,ปทุมธานี,ตัดเย็บเสื้อผ้าสำเร็จรูป,ดำเนินกิจการ,13.94875,100.7836,2023-04-18 21:00:05.000
15311,20120161925625,จ3-63(2)-25/62นบ,บริษัท ไวร์ เมช อินดัสทรี จำกัด,บริษัท ไวร์เมช อินดัสทรี จำกัด,14/4,9,NULL,ตลิ่งชัน-สุพรรณบุรี,ละหาร,บางบัวทอง,นนทบุรี,ผลิตตะแกรงเหล็ก,ดำเนินกิจการ,13.95278,10040133,2023-04-18 21:00:05.000
15312,10720139425632,3-60-17/63สพ,บริษัท เอ็ม เอ เอส อิเลคทริค (ไทย) จำกัด,บริษัท เอ็ม เอ เอส อิเลคทริค (ไทย) จำกัด,44/4,10,NULL,NULL,ทะเลบก,ดอนเจดีย์,สุพรรณบุรี,หลอม ฉีด อลูมิเนียม ผลิตอุปกรณ์ไฟฟ้าแรงสูงและแรงต่ำ เช่น กับดักเสริร์จออกไซด์โลหะไม่มีช่องว่างสำหรับไฟฟ้ากระแสสลับ หลอดไฟฟ้า ดวงโคมไฟฟ้า เทปใช้งานไฟฟ้า พลาสติกไซซ์โพลิไวนิลคลอไรด์ ชุบเคลือบผิวกัลป์วาไนซ์ และ PE,ดำเนินกิจการ,14.6964983133222,99.8582636389531,2023-04-18 21:00:05.000
15313,20110140825632,จ3-41(1)-10/63สป,บริษัท อินสปาย อิมเมจ จำกัด,บริษัท อินสปาย อิมเมจ จำกัด,39,15,NULL,NULL,ราชาเทวะ,บางพลี,สมุทรปราการ,ผลิตงานพิมพ์สื่อโฆษณาต่างๆ และงานป้ายทุกชนิด,ดำเนินกิจการ,13.7107791079564,100.737873258152,2023-04-18 21:00:05.000
15314,10730142025634,3-3(2)-140/63นฐ,นางสาวธัญพัฒน์ เมฆฉาย,นางสาวธัญพัฒน์ เมฆฉาย,"โฉนดที่ดินเลขที่ 3484, 3489",4,NULL,NULL,ทุ่งลูกนก,กำแพงแสน,นครปฐม,ขุดดิน และดูดบ่อทราย,ดำเนินกิจการ,14.0601470682002,99.9248586530965,2023-04-18 21:00:05.000
15315,20122600125460,จ3-64(12)-1/46นบ,ห้างหุ้นส่วนจำกัด สยามเมอร์กิ้น,ห้างหุ้นส่วนจำกัด สยามเมอร์กิ้น,75,6,ทานสัมฤทธิ์ 21,ติวานนท์,ท่าทราย,เมืองนนทบุรี,นนทบุรี,รับจ้างตัด พับโลหะและกลึง เจาะ กัด เจียน ไส หรือ เชื่อมโลหะทั่วไป,ดำเนินกิจการ,13.8769166666667,100.524583333333,2023-04-18 21:00:05.000
15316,20132400125461,จ3-48(2)-1/46ปท,บริษัท ยูซี เทรดดิ้ง จำกัด,บริษัท ยูซี เทรดดิ้ง จำกัด,11/61,20,สวนเกษตรเจริญจิต,นิมิตรใหม่,ลำลูกกา,ลำลูกกา,ปทุมธานี,ผลิต ผลิตภัณฑ์ทำความสะอาดและฆ่าเชื้อโรค,ดำเนินกิจการ,13.9243333333333,100.759033333333,2023-04-18 21:00:05.000
15317,20132600125469,จ3-52(2)-1/46ปท,บริษัท บี คิว ซี จำกัด,บริษัท บี คิว ซี จำกัด,122/1,5,NULL,NULL,เชียงรากใหญ่,สามโคก,ปทุมธานี,"การหั่น,ผสม,รีดเป็นแผ่น หรือตัดแผ่นยาง",ดำเนินกิจการ,14.0651166666667,100.5782,2023-04-18 21:00:05.000
15318,20742800125463,จ3-59-1/46สค,เอเชี่ยน ผลิตภัณฑ์ เหล็กหล่อและเหล็กกล้า,บริษัท ชัยพงษ์เอ็นจิเนียริ่ง จำกัด,347,4,สวนหลวง,เศรษฐกิจ 1,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,หลอมหล่อเหล็กเหนียว และเหล็กหล่อ,ดำเนินกิจการ,13.6662666666667,100.283866666667,2023-04-18 21:00:05.000
15319,20120001925595,จ3-4(3)-19/59นบ,คมไทยฟู๊ด,นางเกตุนภา เมืองอินทร์,20/22,10,บางเพ็ง,NULL,คลองข่อย,ปากเกร็ด,นนทบุรี,ผลิตอาหารจากเนื้อสัตว์ เช่น ลูกชิ้น หมูยอ หมูกระเทียม,ดำเนินกิจการ,13.9767,100.4282,2023-04-18 21:00:05.000
15320,20740200625538,จ3-15(1)-6/53สค,บริษัท สยาม พรีเชียส ฟีดส์ จำกัด,บริษัท สยาม พรีเชียส ฟีดส์ จำกัด,5/7,3,-,-,บางโทรัด,เมืองสมุทรสาคร,สมุทรสาคร,ผสมอาหารสัตว์,ดำเนินกิจการ,13.52197,100.138666,2023-04-18 21:00:05.000
15321,20730115925636,จ3-37-24/63นฐ,บริษัท ทานตะวัน แอนด์ พลกฤต เฟอร์นิเจอร์ อิมปอร์ต เอ็กซ์ปอร์ต จำกัด,บริษัท ทานตะวัน แอนด์ พลกฤต เฟอร์นิเจอร์ อิมปอร์ต เอ็กซ์ปอร์ต จำกัด,130,NULL,NULL,NULL,บางช้าง,สามพราน,นครปฐม,ทำเครื่องเรือน เช่น ชุดรับแขก ที่นอน ตู้ เตียง ฯลฯ,ดำเนินกิจการ,13.7268581264047,100.196812583231,2023-04-18 21:00:05.000
15322,20190122825636,จ3-58(1)-86/63สบ,บริษัท เอคอน โปรดักส์ กรุ๊ป จำกัด,บริษัท เอคอน โปรดักส์ กรุ๊ป จำกัด,153,6,NULL,NULL,คลองเรือ,วิหารแดง,สระบุรี,ผลิตคอนกรีตผสมเสร็จ ผลิตภัณฑ์ท่อคอนกรีต เสาเข็มอัดแรงคอนกรีต ผลิตภัณฑ์จากคอนกรีตทุกชนิด และผลิตภัณฑ์คอนกรีตอัดแรงทุกชนิด,ดำเนินกิจการ,14.3291602739023,101.0139716096,2023-04-18 21:00:05.000
15323,20640021725618,จ3-3(2)-217/61สท,บริษัท เทิดไท แอนด์โค จำกัด,บริษัท เทิดไท แอนด์โค จำกัด,โฉนดที่ดินเลขที่ 904,2,NULL,NULL,ไทยชนะศึก,ทุ่งเสลี่ยม,สุโขทัย,ขุดดิน,ดำเนินกิจการ,17.3197883337298,99.6372694274,2023-04-18 21:00:05.000
15324,10740008125618,3-105-81/61สค,-,นางสาวศิโรรัตน์ รอดเสม,75,13,NULL,NULL,บางยาง,กระทุ่มแบน,สมุทรสาคร,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ดำเนินกิจการ,13.65504,100.24599,2023-04-18 21:00:05.000
15325,20740126225629,จ3-10(3)-1/62สค,บริษัท หลีหมิง ฟู้ด เทคโนโลยี (ไทยแลนด์) จำกัด,บริษัท หลีหมิง ฟู้ด (ไทยแลนด์) จำกัด,84/56,4,NULL,NULL,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,ผลิตและบรรจุขนมขบเคี้ยว ขนมอบกรอบ เช่น ข้าวโพดอบกรอบ มันฝรั่งอบกรอบ,ดำเนินกิจการ,13.58928,100.23449,2023-04-18 21:00:05.000
15326,20740126625620,จ3-20(1)-10/62สค,บริษัท เกรียงชัยชาญ อิมพอร์ท จำกัด,บริษัท เกรียงชัยชาญ อิมพอร์ท จำกัด,48/85,4,NULL,NULL,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,ผลิตน้ำดื่ม,ดำเนินกิจการ,13.56721,100.29457,2023-04-18 21:00:05.000
