_id,FID,DISPFACREG,FNAME,ONAME,FADDR,FMOO,FSOI,FROAD,FTUMNAME,FAMPNAME,FPROVNAME,OBJECT,STATUS,LAT,LNG,Last_update
1264,10600000125166,3-9(4)-1/16นว,อุตสาหกรรมวุ้นเส้นธนะวิเชียร,นายสุนัย วิเชียรกัลยารัตน์,170,1,NULL,ริมน้ำเจ้าพระยา,นครสวรรค์ตก,เมืองนครสวรรค์,นครสวรรค์,ทำวุ้นเส้น,ดำเนินกิจการ,15.67025,100.1059,2023-04-18 21:00:05.000
1265,20600013325157,จ3-9(1)-133/15นว,บริษัท นครสวรรค์โรงสีไฟไทยรุ่งเรือง (2002) จำกัด,บริษัท นครสวรรค์โรงสีไฟไทยรุ่งเรือง(2002) จำกัด,NULL,3,NULL,NULL,แควใหญ่,เมืองนครสวรรค์,นครสวรรค์,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วันเท่าเดิม ขยายการสีข้าวนึ่ง โดยเพิ่มเครื่องจักรขึ้นอีก 639.10 แรงม้า,ดำเนินกิจการ,15.71054,100.16217,2023-04-18 21:00:05.000
1266,10610000125355,3-9(6)-1/35อน,ห้างหุ้นส่วนจำกัด พัฒนาพานิช 1974,ห้างหุ้นส่วนจำกัด พัฒนาพานิช 1974,NULL,1,NULL,NULL,ลานสัก,ลานสัก,อุทัยธานี,ทำมันเส้นได้ เดือนละ 25 ตัน,ดำเนินกิจการ,15.4768,99.52901,2023-04-18 21:00:05.000
1267,20610000125379,จ3-9(6)-1/37อน,ลานมันธีรชัย,นายธีรชัย พิพัฒน์นรเศรษฐ์,43/10,9,-,-,น้ำรอบ,ลานสัก,อุทัยธานี,ทำมันเส้น,หยุดชั่วคราว,15.54386,99.59126,2023-04-18 21:00:05.000
1268,10610000425300,3-9(1)-4/30อน,ศรีบุญรักษา,นายเชิดชัย บุญรักษา,58,1,NULL,NULL,ประดู่ยืน,ลานสัก,อุทัยธานี,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 12 เกวียน/วัน,ดำเนินกิจการ,15.42914,99.67673,2023-04-18 21:00:05.000
1269,10610000125330,3-63(2)-1/33อน,NULL,นางกาญจนา ธรรมวาสี,6/1,3,NULL,สายอุทัย - หนองฉาง,น้ำซึม,เมืองอุทัยธานี,อุทัยธานี,เชื่อมโลหะ ทำโครงหลังคาเหล็ก,ดำเนินกิจการ,15.36663,100.01027,2023-04-18 21:00:05.000
1270,10610000225155,3-14-2/15อน,บริษัท พรพิบูลย์ จำกัด,บริษัท พรพิบูลย์ จำกัด,14/8,2,NULL,อุทัยธานี - มโนรมย์,น้ำซึม,เมืองอุทัยธานี,อุทัยธานี,"ทำน้ำแข็งซอง เพิ่มขึ้นวันละ 1,300 ซอง",ดำเนินกิจการ,15.358136,100.055386,2023-04-18 21:00:05.000
1271,10620003925156,3-9(1)-39/15กพ,บริษัท ไทยเสรี กรุ๊ป 339 จำกัด,บริษัท ไทยเสรี กรุ๊ป 339 จำกัด,672,1,NULL,พหลโยธิน,คลองขลุง,คลองขลุง,กำแพงเพชร,สีข้าวและสีข้าวนึ่ง กำลังสีสูงสุดของร้านสีข้าวรวม 80 เกวียน/วัน,ดำเนินกิจการ,16.17967,99.71451,2023-04-18 21:00:05.000
1272,10620000325236,3-9(1)-3/23กพ,ชุมนุมสหกรณ์จังหวัดกำแพงเพชร จำกัด,ชุมนุมสหกรณ์จังหวัดกำแพงเพชร จำกัด (โดยนายเชื้อ กลิ่นนุ่ม),257,1,NULL,พหลโยธิน,นครชุม,เมืองกำแพงเพชร,กำแพงเพชร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 60 เกวียน/วัน,ดำเนินกิจการ,16.429,99.51775,2023-04-18 21:00:05.000
1273,10620004825314,3-9(6)-48/31กพ,แก้วทวี,นางสาวแววเพชร เรียงจารุสมบูรณ์,NULL,8,NULL,พหลโยธิน,ทรงธรรม,เมืองกำแพงเพชร,กำแพงเพชร,ทำมันเส้น ได้เดือนละ 60 ตัน,ดำเนินกิจการ,16.5479,99.4588,2023-04-18 21:00:05.000
1274,10620001325318,3-9(6)-13/31กพ,NULL,นายพิทยะ เรืองชัยศิวเวท,NULL,10,บ้านคลองละแวก,คลองแม่ลาย-คลองลาน,อ่างทอง,เมืองกำแพงเพชร,กำแพงเพชร,ทำมันเส้น ได้เดือนละ 360 ตัน,ดำเนินกิจการ,16.2732,99.48862,2023-04-18 21:00:05.000
1275,20740300825400,จ3-64(2)-8/40สค,บริษัท ช.ไทยรุ่งเรืองโลหะภัณฑ์ จำกัด,บริษัท ช.ไทยรุ่งเรืองโลหะภัณฑ์ จำกัด,145/1,2,NULL,เอกชัย,บางน้ำจืด,เมืองสมุทรสาคร,สมุทรสาคร,รับจ้างปั๊มโลหะกลึงและเชื่อมโลหะ,หยุดชั่วคราว,13.6045,100.3474,2023-04-18 21:00:05.000
1276,10620000125321,3-9(6)-1/32กพ,ไพโรจน์,นางทัศนีย์ เรืองชัยศิวเวท,-,3,บ้านคลองละแวก,คลองแม่ลาย-คลองลาน,อ่างทอง,เมืองกำแพงเพชร,กำแพงเพชร,ทำมันเส้น,ดำเนินกิจการ,16.3859,99.52337,2023-04-18 21:00:05.000
1277,10620000125370,3-58(3)-1/37กพ,บริษัท สว่างหินอ่อน จำกัด,บริษัท สว่างหินอ่อน จำกัด,14/4,9,NULL,พรานกระต่าย-วังประจบ,พรานกระต่าย,พรานกระต่าย,กำแพงเพชร,"แปรรูปหินอ่อน และหัตถกรรมหินอ่อน ได้ปีละ 12,000 ลูกบาศก์เมตร",ดำเนินกิจการ,16.69064,99.53651,2023-04-18 21:00:05.000
1278,20610001125345,จ3-9(1)-11/34อน,-,นายนิกร เกษกิจ,146/1,14,-,-,ตลุกดู่,ทัพทัน,อุทัยธานี,สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 10 เกวียน/วัน),ดำเนินกิจการ,15.45063,99.7018,2023-04-18 21:00:05.000
1279,20110400425388,จ3-45(1)-4/38สป,บริษัท เพาเดอร์พลัส จำกัด,บริษัท เพาเดอร์พลัส จำกัด,106/7,10,บุญล้อม,ปู่เจ้าสมิงพราย,สำโรงใต้,พระประแดง,สมุทรปราการ,"ผลิต,ผสมสีผงสำหรับเคลือบโลหะ",ดำเนินกิจการ,13.642285,100.583979,2023-04-18 21:00:05.000
1280,20620013125290,จ3-9(1)-131/29กพ,นายแก่น ภู่จีน,นางปิยากร กลมกล่อม,NULL,4,บ้านเกาะสีเสียด,NULL,โนนพลวง,ลานกระบือ,กำแพงเพชร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 5 เกวียน/วัน,ดำเนินกิจการ,16.52286,99.88928,2023-04-18 21:00:05.000
1281,20640000125376,จ3-14-1/37สท,สุโขทัยยูนิค,ห้างหุ้นส่วนจำกัด สุโขทัยยูนิค,188/3,  7, ,เทศบาลพัฒนา,ธานี,เมืองสุโขทัย,สุโขทัย,ผลิตนำ้แข็งก้อนเล็ก 40 ตัน/วันและน้ำดื่ม,ดำเนินกิจการ,17.00688,99.81289,2023-04-18 21:00:05.000
1282,20640100125375,จ3-40(1)-1/37สท,เต็งใฉ่เซ้ง,นายสมศักดิ์ เดชชุษณะนาถ,121/12,NULL,NULL,บาลเมือง,ธานี,เมืองสุโขทัย,สุโขทัย,อัดกระดาษแข็ง,ดำเนินกิจการ,17.01114,99.82775,2023-04-18 21:00:05.000
1283,10620100125288,3-65-1/28กพ,บริษัท กำแพงกลการ จำกัด,บริษัท กำแพงกลการ จำกัด,103/11-15,4,NULL,กำแพงเพชร,นครชุม,เมืองกำแพงเพชร,กำแพงเพชร,ซ่อมเครื่องยนต์ และอุปกรณ์เครื่องยนต์,ดำเนินกิจการ,16.47408,99.49974,2023-04-18 21:00:05.000
1284,10620000825185,3-9(6)-8/18กพ,ทรงมิตรเจริญ,นางสาวแววเพชร เรียงจารุสมบูรณ์,NULL,8,บ้านสักหลวงพัฒนา,พหลโยธิน,ทรงธรรม,เมืองกำแพงเพชร,กำแพงเพชร,ทำมันเส้น,ดำเนินกิจการ,16.54688,99.45977,2023-04-18 21:00:05.000
1285,10610000125363,3-3(1)-1/36อน,บริษัท รุ่งเรืองผลศิลา จำกัด,บริษัท รุ่งเรืองผลศิลา จำกัด,NULL,2,NULL,NULL,วังหิน,บ้านไร่,อุทัยธานี,"โม่ ย่อยหิน กำลังการผลิต 135,000 ลูกบาศก์เมตร/ปี",ดำเนินกิจการ,15.28276,99.71139,2023-04-18 21:00:05.000
1286,10620000125305,3-14-1/30กพ,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งเทพนครไอซ์,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งเทพนครไอซ์,51/1,13,-,กำแพงเพชร-ท่ามะเขือ,เทพนคร,เมืองกำแพงเพชร,กำแพงเพชร,"ทำน้ำแข็งซอง ได้วันละ 325 ซอง, ทำน้ำแข็งก้อนเล็กวันละ 45 ตัน และน้ำดื่ม",ดำเนินกิจการ,16.39292,99.548,2023-04-18 21:00:05.000
1287,10620000125289,3-34(1)-1/28กพ,เครื่องเลื่อยเคลื่อนที่หน่วยที่ 6,องค์การอุตสาหกรรมป่าไม้ ฝ่ายทำไม้ภาคเหนือ,73,  8,บ้านสักหลวงพัฒนา,พหลโยธิน,ทรงธรรม,เมืองกำแพงเพชร,กำแพงเพชร,เลื่อยไม้ ได้เดือนละ 56 ลูกบาศก์เมตร โดยใช้เครื่องจักรเลื่อยไม้ 45 แรงม้า,ดำเนินกิจการ,16.53886,99.4679,2023-04-18 21:00:05.000
1288,10620000225220,3-9(1)-2/22กพ,ห้างหุ้นส่วนจำกัด โรงสีสว่างถาวร,ห้างหุ้นส่วนจำกัด โรงสีสว่างถาวร,62,06,-,-,เทพนคร,เมืองกำแพงเพชร,กำแพงเพชร,"สีข้าว กำลังสีสุงสุดของร้านสีข้าว 30 เกวียน/วัน(สิทธิเดิม)โดยติดตั้งเครื่องอบเมล็ดข้าวเปลือกเพิ่มสามารถอบข้าวได้ 2,000 ตนวัตถุดิบ/ปี",ดำเนินกิจการ,16.38265,99.56503,2023-04-18 21:00:05.000
1289,20640100125367,จ3-77(1)-1/36สท,ห้างหุ้นส่วนจำกัด รวมโชคพัฒนา (1991),ห้างหุ้นส่วนจำกัด รวมโชคพัฒนา (1991),215,4,NULL,สิงหวัฒน์,บ้านหลุม,เมืองสุโขทัย,สุโขทัย,"ประกอบ,ดัดแปลง,ผลิตตัวถังรถยนต์บรรทุก รวมถึง รถพ่วง,กึ่งพ่วงรถเทรเตอร์",ดำเนินกิจการ,17.00949,99.80276,2023-04-18 21:00:05.000
1290,20620100125419,จ3-9(1)-1/41กพ,สง่าการสี,นายสง่า ไทพาณิชย์,NULL,1,NULL,โพธิ์ทะเลเนรมิตร,หนองปลิง,เมืองกำแพงเพชร,กำแพงเพชร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 12 เกวียน/วัน,ดำเนินกิจการ,16.50746,99.49726,2023-04-18 21:00:05.000
1291,10620000125222,3-9(2)-1/22กพ,บริษัท ธนะวัฒน์ ควอลิตี้ สตาร์ช จำกัด,บริษัท ธนวัฒน์ ควอลิตี้ สตาร์ช จำกัด,123,18,-,สายสลกบาตร-บ่อถ้ำ,บ่อถ้ำ,ขาณุวรลักษบุรี,กำแพงเพชร,ผลิตแป้งมันสำปะหลัง ได้วันละ 400 ตัน และมันเส้น,ดำเนินกิจการ,15.97946,99.78535,2023-04-18 21:00:05.000
1292,640000125313,ส3-38(1)-1/31สท,บริษัท ก้วงไถ่สเปเชียลเปเปอร์ จำกัด,บริษัท ก้วงไถ่สเปเชียลเปเปอร์ จำกัด,21/1,5,NULL,สวรรคโลก-ศรีสัชนาลัย,ป่ากุมเกาะ,สวรรคโลก,สุโขทัย,ทำเยื่อและกระดาษสา,ดำเนินกิจการ,17.35867,99.82585,2023-04-18 21:00:05.000
1293,10640000125329,3-2(5)-1/32สท,บริษัท พี เอ เอส พืชผล ส่งออกและไซโล จำกัด,บริษัท พี เอ เอส พืชผล ส่งออกและไซโล จำกัด,2/11,NULL,NULL,พิศาลสุนทรกิจ,เมืองสวรรคโลก,สวรรคโลก,สุโขทัย,อบเมล็ดพืชด้วยไซโล,ดำเนินกิจการ,17.31385,99.8358,2023-04-18 21:00:05.000
1294,650000125353,ศ3-14-1/35พล,สุกี้ยากี้น้ำแข็งอนามัย,นายปณัฐพงษ์ เตชนิธิวิบูลย์,837/3,NULL,NULL,บรมไตรโลกนารถ 2,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,ทำน้ำแข็งก้อนเล็กได้วันละ 28 ตัน,ดำเนินกิจการ,16.79854,100.24152,2023-04-18 21:00:05.000
1295,10640100125369,3-58(3)-1/36สท,บริษัท พี.วี.หินอ่อนและแกรนิต จำกัด,บริษัท พี.วี.หินอ่อนและแกรนิต จำกัด,99/9,6,NULL,NULL,กลางดง,ทุ่งเสลี่ยม,สุโขทัย,ทำผลิตภัณฑ์จากหินทุกชนิด,ดำเนินกิจการ,17.32206,99.54026,2023-04-18 21:00:05.000
1296,20650000225225,จ3-58(1)-2/22พล,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด,บริษัท ซี.พี.ซี.คอนกรีตอัดแรง จำกัด,225,1,NULL,สิงหวัฒน์,บ้านกร่าง,เมืองพิษณุโลก,พิษณุโลก,ทำผลิตภัณฑ์คอนกรีตอัดแรง,ดำเนินกิจการ,16.865662,100.212534,2023-04-18 21:00:05.000
1297,10620004525310,3-9(6)-45/31กพ,เกรียงศักดิ์,นายเกรียงศักดิ์ บุญมะลิซ้อน,162,20,บ้านใหม่ธงชัย,NULL,คลองลานพัฒนา,คลองลาน,กำแพงเพชร,ทำมันเส้น,ดำเนินกิจการ,16.10675,99.3425,2023-04-18 21:00:05.000
1298,640000125347,ศ3-34(2)-1/34สท,NULL,นายสวัสดิ์ ยะเชียงคำ,299/2,  8,NULL,NULL,ทุ่งเสลี่ยม,ทุ่งเสลี่ยม,สุโขทัย,ซอยไม้ ทำวงกบประตู หน้าต่าง และเครื่องเรือนเครื่องใช้จากไม้,ดำเนินกิจการ,17.33512,99.56448,2023-04-18 21:00:05.000
1299,20600300125377,จ3-63(2)-1/37นว,สุชาติการช่าง,นายปรีชา อุพัฒน์,80/1,1,NULL,ลาดยาว-เขาชนกัน,ศาลเจ้าไก่ต่อ,ลาดยาว,นครสวรรค์,ทำประตู-หน้าต่างเหล็กดัด,ดำเนินกิจการ,15.88683,99.60056,2023-04-18 21:00:05.000
1300,10640000125303,3-10(3)-1/30สท,เฮงสมบัติ,นางสาวน้ำผึ้ง หวังศุภางค์กุล,85/3,1,NULL,พิชัยนอก,ในเมือง,สวรรคโลก,สุโขทัย,ทำเส้นก๋วยเตี๋ยว บะหมี่ และขนมจีน,ดำเนินกิจการ,17.31468,99.84266,2023-04-18 21:00:05.000
1301,10640000225319,3-7(1)-2/31สท,บริษัท พี เอ เอส พืชผลส่งออกและไซโล จำกัด,บริษัท พี.เอ.เอส พืชผลส่งออกและไซโล จำกัด,61/4,-,บ้านเด่น,พิชัย,เมืองสวรรคโลก,สวรรคโลก,สุโขทัย,สกัดน้ำมันพืช ทำน้ำมันพืชให้บริสุทธิ์ ผลิตขวดพลาสติกสำหรับบรรจุน้ำมันพืช,ดำเนินกิจการ,17.313963,99.837031,2023-04-18 21:00:05.000
1302,10620000225378,3-58(3)-2/37กพ,บริษัท กำแพงเพชรหินอ่อน จำกัด,บริษัท กำแพงเพชรหินอ่อน จำกัด,125/1,9,NULL,NULL,พรานกระต่าย,พรานกระต่าย,กำแพงเพชร,"แปรรูปหินอ่อน ได้ปีละ 8,500 ลูกบาศก์เมตร",ดำเนินกิจการ,16.68097,99.55647,2023-04-18 21:00:05.000
1303,10620000125156,3-3(1)-1/15กพ,ห้างหุ้นส่วนจำกัด ศิลากำแพงเพชร,ห้างหุ้นส่วนจำกัด ศิลากำแพงเพชร,NULL,9, , ,พรานกระต่าย,พรานกระต่าย,กำแพงเพชร,โม่ บด ย่อยหิน,ดำเนินกิจการ,16.6893,99.53739,2023-04-18 21:00:05.000
1304,10620300125336,3-64(6)-1/33กพ,นางเยาวเรศ เลาหะจินดา,นางเยาวเรศ เลาหะจินดา,24/2,11,NULL,กำแพงเพชร-สุโขทัย,พรานกระต่าย,พรานกระต่าย,กำแพงเพชร,ทำสลักเกลียวเหล็กและผลิตภัณฑ์จากหิน,ดำเนินกิจการ,16.65584,99.57976,2023-04-18 21:00:05.000
1305,20650000525384,จ3-60-5/38พล,โรงหล่อพิมพ์ดิบ (ซุ้มเรือนแก้ว),นางสาวบุญยืน ศรีสอาด,4,3,-,-,ดอนทอง,เมืองพิษณุโลก,พิษณุโลก,หล่อโลหะ,ดำเนินกิจการ,16.867302,100.310987,2023-04-18 21:00:05.000
1306,10650000225359,3-2(1)-2/35พล,โรงสีไฟสิงหวัฒน์,บริษัท โรงสีไฟสิงหวัฒน์ จำกัด,161/1,3,NULL,สิงหวัฒน์,พลายชุมพล,เมืองพิษณุโลก,พิษณุโลก,อบเมล็ดข้าวเปลือก และสีข้าวนึ่ง (กำลังสีสูงสุดของร้านสีข้าว 185 เกวียน/วัน),ดำเนินกิจการ,16.85252,100.21969,2023-04-18 21:00:05.000
1307,10650000125351,3-4(1)-1/35พล,โรงงานฆ่าสัตว์เทศบาลนครพิษณุโลก,เทศบาลนครพิษณุโลก,330,NULL,โรงฆ่าสัตว์,สิงหราชเดโชชัย,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,ฆ่าสัตว์,ดำเนินกิจการ,16.81859,100.24016,2023-04-18 21:00:05.000
1308,20650000225340,จ3-95(1)-2/34พล,บริษัท อีซูซุพิษณุโลกฮกอันตึ๊ง จำกัด สาขาที่ (00001),บริษัท อีซูซุพิษณุโลกฮกอันตึ๊ง จำกัด,19/1,4,NULL,สิงหวัฒน์,บ้านคลอง,เมืองพิษณุโลก,พิษณุโลก,ซ่อมรถยนต์,ดำเนินกิจการ,16.83549,100.24213,2023-04-18 21:00:05.000
1309,20650000625341,จ3-95(1)-6/34พล,บริษัท โตโยต้า พรีเมี่ยม พิษณุโลก จำกัด สาขาในเมือง,บริษัท โตโยต้า พรีเมี่ยม พิษณุโลก จำกัด,691/20,NULL,NULL,มิตรภาพ,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,ศูนย์บริการซ่อมรถยนต์,ดำเนินกิจการ,16.82099,100.2736,2023-04-18 21:00:05.000
1310,10650000225300,3-34(1)-2/30พล,งานไม้ให้เรา,นางสาวพนมพร บุญญพันธ์โสภณ,365,3,NULL,พิษณุโลก-หล่มสัก,สมอแข,เมืองพิษณุโลก,พิษณุโลก,ทำไม้ปาร์เก้-โมเสด วงกบ ประตู-หน้าต่าง และเครื่องเรือนจากไม้,ดำเนินกิจการ,16.81651,100.31075,2023-04-18 21:00:05.000
1311,10660004025150,3-9(1)-40/15พจ,ห้างหุ้นส่วนจำกัด ศรีรัตนา ไรซ์ อินดัสตรี้,ห้างหุ้นส่วนจำกัด ศรีรัตนา ไรซ์ อินดัสตรี้,25,4,-,เทศบาล 15,บ้านบุ่ง,เมืองพิจิตร,พิจิตร,คัด แยกขนาดและปรับปรุงคุณภาพข้าว,ดำเนินกิจการ,16.40278,100.38652,2023-04-18 21:00:05.000
1312,20650002725354,จ3-95(1)-27/35พล,ชัยเจริญยนต์,นายเมธี ณรงค์ชัย,NULL,7,NULL,NULL,บางระกำ,บางระกำ,พิษณุโลก,ซ่อมรถยนต์ และซ่อมเครื่องยนต์,ดำเนินกิจการ,16.75122,100.11364,2023-04-18 21:00:05.000
1313,10650001525344,3-66-15/34พล,บริษัท เครื่องจักรกลเกษตรไทย จำกัด,บริษัท เครื่องจักรกลเกษตรไทย จำกัด,259,1,NULL,พิษณุโลก-เด่นชัย,ดอนทอง,เมืองพิษณุโลก,พิษณุโลก,ผลิต-ซ่อมอุปกรณ์เครื่องจักรสำหรับใช้ในการกสิกรรม ซ่อม-ต่อตัวถังรถบรรทุก รถพ่วงบรรทุก และรถยนต์โดยสาร,ดำเนินกิจการ,16.88876,100.35801,2023-04-18 21:00:05.000
1314,10660000125335,3-9(1)-1/33พจ,ชุมนุมสหกรณ์การเกษตรพิจิตร จำกัด,ชุมนุมสหกรณ์การเกษตรพิจิตร จำกัด,157,2,NULL,พิจิตร-ตะพานพิน,ท่าหลวง,เมืองพิจิตร,พิจิตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 150 เกวียน/วัน การอบลดความชื้นเมล็ดพืช เช่น เมล็ดข้าว,ดำเนินกิจการ,16.42651,100.3617,2023-04-18 21:00:05.000
1315,20660000225364,จ3-58(1)-2/36พจ,พิรมย์คอนกรีต,ห้างหุ้นส่วนจำกัด พิรมย์คอนกรีต,11/1,2,NULL,คลองคะเชนทร์,คลองคะเชนทร์,เมืองพิจิตร,พิจิตร,"ทำท่อคอนกรีต,ทำแผ่นสำเร็จ,อิฐบล๊อค",ดำเนินกิจการ,16.45968,100.28659,2023-04-18 21:00:05.000
1316,10640000125246,3-58(1)-1/24สท,ห้างหุ้นส่วนจำกัด โรงโม่หินศิลาพัฒนา,บริษัท ศิลาพัฒนา (1968) จำกัด,34/13,12,NULL,ทางหลวงแผ่นดินหมายเลข 101,บ้านกล้วย,เมืองสุโขทัย,สุโขทัย,ทำคอนกรีตบล๊อกและท่อคอนกรีต,ดำเนินกิจการ,17.01361,99.80845,2023-04-18 21:00:05.000
1317,10640000125345,3-66-1/34สท,เอกชัยการช่าง,นายเอกชัย หาญอุไรพงษ์,101,NULL, ,สิงหวัฒน์,ธานี,เมืองสุโขทัย,สุโขทัย,ซ่อมอุปกรณ์เครื่องจักรที่ใช้ในการเกษตร,ดำเนินกิจการ,17.0075,99.82592,2023-04-18 21:00:05.000
1318,10660000125251,3-14-1/25พจ,บริษัท โรงน้ำแข็งพินิจ จำกัด,บริษัท โรงนำแข็งพินิจ จำกัด,294,-,-,ริมน่านตะวันออก,ตะพานหิน,ตะพานหิน,พิจิตร,ทำน้ำแข็ง,ดำเนินกิจการ,16.20698,100.41479,2023-04-18 21:00:05.000
1319,10660000625185,3-9(1)-6/18พจ,ภูวชัย,นายชาลี ภูวชัยวิเวทย์,15/3,1,NULL,NULL,สากเหล็ก,สากเหล็ก,พิจิตร,สัข้าว กำลังสีสูงสุดของร้านสีข้าว 16 เกวียน/วัน,ดำเนินกิจการ,16.49072,100.48962,2023-04-18 21:00:05.000
1320,660000125337,ศ3-14-1/33พจ,บริษัท พิจิตรน้ำแข็งหลอด จำกัด,บริษัท พิจิตรน้ำแข็งหลอด จำกัด,119,NULL,NULL,พิจิตร-ตะพานหิน,ท่าหลวง,เมืองพิจิตร,พิจิตร,ทำน้ำแข็งก้อนเล็ก ได้วันละ 16.63 ตัน,ดำเนินกิจการ,16.43005,100.36076,2023-04-18 21:00:05.000
1321,660000125378,ศ3-14-1/37พจ,น้ำแข็งพิจิตรวารีทิพย์,นายวรพจน์ คณิตจินดา,120,8,NULL,สายพิจิตร-ตะพานหิน,ท่าหลวง,เมืองพิจิตร,พิจิตร,ทำน้ำแข็ง ได้วันละ 495 ซอง,ดำเนินกิจการ,16.43025,100.36076,2023-04-18 21:00:05.000
1322,20660200125372,จ3-57(1)-1/37พจ,ห้างหุ้นส่วนจำกัด เอ็น.เค.วี.ยิบซั่มปลาสเตอร์,ห้างหุ้นส่วนจำกัด เอ็น.เค.วี.ยิบซั่มปลาสเตอร์,5,17,NULL,NULL,หนองพระ,วังทรายพูน,พิจิตร,ผลิตปูนปลาสเตอร์ 250 ตัน/เดือน,ดำเนินกิจการ,16.33363,100.567,2023-04-18 21:00:05.000
1323,10660000125228,3-43(1)-1/22พจ,บริษัท เอส.ซี.ฟอร์มูเลเตอร์ จำกัด,บริษัท เอส.ซี.ฟอร์มูเลเตอร์ จำกัด,394/1,3,-,ตะพานหิน-พิจิตร,ห้วยเกตุ,ตะพานหิน,พิจิตร,"ผสม, บรรจุปุ๋ย และบรรจุยาปราบศัตรูพืช",หยุดชั่วคราว,16.23258,100.40848,2023-04-18 21:00:05.000
1324,10660000225200,3-9(1)-2/20พจ,โรงสีเมฆเกรียงไกร,นางคิ้ม สุวรรณพงษ์,91,3,-,ชมฐีระเวช,หนองพยอม,ตะพานหิน,พิจิตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 70 เกวียน/วัน,ดำเนินกิจการ,16.21305,100.44562,2023-04-18 21:00:05.000
1325,10640012625159,3-9(1)-126/15สท,ห้างหุ้นส่วนจำกัด โรงสีคลองเรือ,ห้างหุ้นส่วนจำกัด โรงสีคลองเรือ,253/1,2,-,-,บ้านสวน,เมืองสุโขทัย,สุโขทัย,สีข้าว กำลังสีสูงสุดของร้านสีข้าวรวมเป็น 400 เกวียน/วัน และอบข้าวเปลือก,ดำเนินกิจการ,17.0298,99.88129,2023-04-18 21:00:05.000
1326,10640001225235,3-95(1)-12/23สท,ชัยมงคลการช่าง,นายสมัย อนุรักษ์แดนไทย,89,4,NULL,จรดวิถีถ่อง,ปากแคว,เมืองสุโขทัย,สุโขทัย,เคาะ พ่นสีรถยนต์และกลึงเชื่อมโลหะ,ดำเนินกิจการ,17.02247,99.82164,2023-04-18 21:00:05.000
1327,10640100125278,3-64(13)-1/27สท,กรุงเทพโลหะกิจ,นายเอกชัย หาญอุไรพงษ์,106/5,NULL,NULL,สิงหวัฒน์,ธานี,เมืองสุโขทัย,สุโขทัย,กลึง เชื่อมโลหะ ผลิตเครื่องมือการเกษตร,ดำเนินกิจการ,17.00763,99.82629,2023-04-18 21:00:05.000
1328,10640000125212,3-14-1/21สท,โรงน้ำแข็งสยาม (3),นางสาวพรทิพย์ สังข์สุวรรณ,112,4,NULL,NULL,ธานี,เมืองสุโขทัย,สุโขทัย,ทำน้ำแข็งซองได้วันละ 308 ซอง น้ำแข็งก้อนเล็ก 48.60 ตัน/วัน,ดำเนินกิจการ,17.01866,99.82124,2023-04-18 21:00:05.000
1329,10640100125294,3-65-1/29สท,กวีการช่าง,นายอภิชาติ อนุรักษ์แดนไทย,393/4,NULL,NULL,จรดวิถีถ่อง,ธานี,เมืองสุโขทัย,สุโขทัย,ซ่อมเครื่องยนต์ และเครื่องสูบน้ำ,ดำเนินกิจการ,17.0167,99.82117,2023-04-18 21:00:05.000
1330,10640018325150,3-9(1)-183/15สท,ห้างหุ้นส่วนจำกัด โรงสีไฟไทยศรีวัฒนา,ห้างหุ้นส่วนจำกัด โรงสีไฟไทยศรีวัฒนา,177,  4, , ,ท่าชัย,ศรีสัชนาลัย,สุโขทัย,สีข้าวชนิดแยกแกลบแยกรำวันละ 20 เกวียน,ดำเนินกิจการ,17.4032,99.80281,2023-04-18 21:00:05.000
1331,10640000225210,3-95(1)-2/21สท,บริษัท โตโยต้าสุโขทัยผู้จำหน่ายโตโยต้า จำกัด,บริษัท โตโยต้าสุโขทัยผู้จำหน่ายโตโยต้า จำกัด,105/1,4,NULL,จรดวิถีถ่อง,ธานี,เมืองสุโขทัย,สุโขทัย,ซ่อมเคาะพ่นสี ต่อตัวถังรถยนต์ ประกอบตู้เย็น เครื่องปรับอากาศ,ดำเนินกิจการ,17.0208,99.82139,2023-04-18 21:00:05.000
1332,10640000425240,3-58(1)-4/24สท,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),221,4,NULL,สิงหวัฒน์,บ้านหลุม,เมืองสุโขทัย,สุโขทัย,ผลิตภัณฑ์คอนกรีตอัดแรง,ดำเนินกิจการ,17.01728,99.85441,2023-04-18 21:00:05.000
